SMILES                                                      Zinc_ID
c1cc(ccc1C(=O)NNC(=O)CSc1nc(cc(=O)[nH]1)N)[N+](=O)[O-]             ZINC34705305
c1cc2c(c(c1)O)CC[C@H]2NC(=O)c1ccn(c2cccc(c2)[N+](=O)[O-])n1        ZINC76687566
c1cc(ccc1/C=C/C(=O)Nc1ccc(c(c1)NC(=O)C)F)n1ccnc1                   ZINC73767794
c1cc(cc(c1)CNC(=O)[C@H](C)Oc1cccc(c1)C=O)c1nc(C)[nH]n1             ZINC89998249
C(#N)c1ccc(cc1)[C@H](C)NC(=O)N[C@H](c1ccc2c(c1)NC(=O)CO2)C         ZINC77840070
C(#N)c1ccc(cc1)N1C(=O)[C@H](CC1)Nc1cccc(c1)C(=O)NCCO               ZINC81159194
C(#N)c1ccc(nc1)O[C@@H]1CC[C@@H](CC1)NC(=O)c1ccc(cc1)C(=O)N         ZINC92615033
c1cc(cc(c1)CNC(=O)Nc1ccc(c(c1)C(=O)N)C)Cn1cncn1                    ZINC67310877
c1cc(cc(c1)NC(=O)N[C@H](c1ccc(cc1)n1cncn1)C)NC(=O)C                ZINC76075104
c1cc2c(cc1C(=O)N1CCN(CC1)CCc1ccc(cc1)OC)nc[nH]2                    ZINC63700298
C(#N)c1ccc(cc1)CNC(=O)NCc1ccc(cc1)C(=O)NCCCC                       ZINC61921995
c1cc(cnc1)CSc1ccc(cc1)C(=O)N(C)Cc1ccc(cc1)O                        ZINC52963789
c1ccc2c(c1)c(c[nH]2)C[C@@H](CO)NC(=O)/C=C/c1ccc(cc1)[N+](=O)[O-]   ZINC92190098
c1cc(cc(c1)NC(=O)C)[C@@H](C)OC(=O)Cc1ccc(cc1)n1cnnn1               ZINC57747114
c1cc(cc2c1[nH]nc2C(=O)N)NC(=O)C1CCN(c2cnccn2)CC1                   ZINC89798998
c1cc(cc(c1)O[C@H](C)CC)C(=O)Nc1ccc(cc1)c1ccc(CO)o1                 ZINC20142229
c1cc(ccc1c1ccc(CO)o1)NC(=O)c1ccc(cc1)OCCCC                         ZINC20141804
c1cc(ccc1c1ccc(CO)o1)NC(=O)c1ccc(cc1)O[C@H](C)CC                   ZINC20141981
C(#N)COc1cccc(c1)CC(=O)Nc1ccc(cc1)C(=O)N[C@@H](C)CC                ZINC89758920
c1cc2c(cc1C(=O)N1CCN(CC1)CCc1ccc(cc1)OC)nn[nH]2                    ZINC58215579
C(#N)c1ccc(cc1)CSCC(=O)N1c2ccccc2[C@@H](C(=O)N)CC1                 ZINC89449967
C(#N)c1ccc(cc1)SCCC(=O)N1c2ccccc2[C@H](C(=O)N)CC1                  ZINC89465538
c1cc(c(c(c1)[N+](=O)[O-])C)C(=O)Nc1ccc(c(c1)C)c1ccc(CO)o1          ZINC20141034
c1cc(cc(c1)O)/C=N/NC(=O)[C@@H]1C=C(c2ccc(c(c2)OC)OC)N=N1           ZINC39015673
c1ccc2c(c1)c(CC(=O)NCC(=O)Nc1ccc(cc1)OC)n[nH]c2=O                  ZINC13570754
c1cc2c(c(c1)O)CC[C@H]2NC(=O)N1CCN(C(=O)c2ccncc2)CC1                ZINC91859078
c1cc(ccc1[C@H](C)NC(=O)NCc1ccc(c(c1)O)OC)n1ccnc1                   ZINC43158202
c1cc(ccc1C(=O)NC)CN(C(=O)Nc1ccc2c(c1)CCC(=O)N2)C                   ZINC76103168
c1cc(ccc1CCC(=O)N1CCN(c2c3c(ncn2)[nH]cn3)CC1)OC                    ZINC58194205
c1cc(ccc1CCNC(=O)C1CCN(c2c3c(ncn2)nc[nH]3)CC1)O                    ZINC09059784
C(#N)c1ccc(cc1)CSCC(=O)Oc1cccc(c1)NC(=O)C1CC1                     ZINC46126627
c1cc(cc(c1)C[N@H+](C)CC)CNC(=O)Nc1ccc2c(c1)ccc(=O)o2              ZINC65819825
c1ccc2c(c1)C[C@@H]([C@H]2NC(=O)c1ccc(cc1)CSc1ncn[nH]1)O           ZINC81706850
c1cc(cc(c1)CO)CNC(=O)N1CC=C(c2ccc(cc2)OCC)CC1                     ZINC91709671
c1cc(cc(c1)C[N@@H+]1CCC[C@H]1Cn1ccnc1)c1nc(cc(=O)[nH]1)C[NH3+]    ZINC39489891
c1cc(ccc1c1cc(CNCc2ccc(cc2)C(=O)NC)sc1)OC                         ZINC80249831
c1cc(ccc1C(=O)N1CCN(c2ccc(cc2)C(=O)C)CC1)C[NH+](C)C               ZINC68251233
c1cc(ccc1C(=O)NC)NC(=O)NCC(C)(C)N1CCS(=O)CC1                      ZINC85552082
c1ccc2=[NH+]c3ccccc3C(=c2c1)NCCC[NH+]1CCN(CC1)CCO                 ZINC61997400
c1cc(cc(c1c1ccc(CO)o1)OC)NC(=O)c1ccc2c(c1)OCO2                    ZINC20140727
c1cc(c(c2c1c(c(c(=O)o2)CC(=O)NCc1ccc(cc1)OC)C)C)O                 ZINC04089059
c1cc(ccc1n1c(cc(c1C)C(=O)NCc1ccc(C(=O)N)o1)C)OC                   ZINC82975428
c1cc(cc(c1)NC(=O)Cc1csc(c2ccc(cc2)OC)n1)C(=O)N                    ZINC09446262
c1cc2c(cc1[C@H](C)[NH2+]CCOc1ccc3c(c1)CCC(=O)N3)[nH]c(=O)[nH]2    ZINC91308700
C(#N)c1cc(ccc1OC)C[N@@H+]1CC[C@H](CC1)Oc1ccnc(c1)C(=O)N           ZINC93260703
c1cc(cc(c1)C[NH+](C)C)C(=O)Nc1ccc(cc1)C[C@H]1C(=O)NC(=O)N1        ZINC91701155
c1cc(ccc1Cc1ccncc1)NC(=O)CSc1nc(cc(=O)[nH]1)N                     ZINC06548113
c1cc(ccc1CC(=O)Nc1ccc(cc1)N1CCO[C@H](C1)C)NC(=O)C                 ZINC76447216
c1cc(ccc1C(=O)Nc1ccc(cc1)CN1CCOCC1)CNC(=O)C                       ZINC78386667
c1cc(c(cc1/C=N/NC(=O)CCCSc1nnc(N)s1)OC)O                          ZINC06126970
c1cc(c(cc1C[N@H+]1CC[C@H](c2ccnn2CCO)CC1)C)n1cncn1                ZINC92811097
c1cc(cc(c1)O)C[N@H+]1CC[C@H](c2nnc(Cn3ccnc3)n2CC)CC1              ZINC91872287
c1cc(cc(c1)[N+](=O)[O-])C(=O)Nc1ccc(c(c1)OC)c1ccc(CO)o1           ZINC20140872
C(#N)c1ccc(c(c1)OC)OCC(=O)Nc1cc(cc(c1)C(=O)N)C(=O)N               ZINC09437902
c1cc(ccc1n1cnnn1)OCC(=O)N1Cc2ncc(C(=O)N)n2CC1                     ZINC67934157
c1cc(cc2ccc(cc12)OC)[C@@H]1CN(CCO1)Cc1nc(C(=O)N)no1               ZINC71763743
c1cc(cc(c1)O)[C@H](C)N(C(=O)NCc1ccc(c(c1)F)n1ccnc1)C              ZINC67634600
c1cc(c2csc(n2)NC(=O)COc2ccc3c(c2)CCC(=O)N3)[nH]c1                 ZINC44838537
c1cc(ccc1C=O)OCCC(=O)Nc1ccc(c(c1)C(=O)NC(C)C)C                    ZINC68448398
c1cc(cc(c1)NC(=O)[C@@H](C)Oc1ccc(cc1)CCC(=O)C)NC(=O)C             ZINC21557366
c1cc(ccc1C(=O)N1CCN(C(=O)Cc2ccc(cc2)OCC)CC1)O                     ZINC30661085
c1cc(cc(c1)CNC(=O)COc1cccc(c1)C=O)C(=O)N[C@@H](C)CC               ZINC77208103
c1cc(cc(c1)C(=O)NCCC)C(=O)Nc1ccc(cc1)O[C@@H]1CCOC1                ZINC78124001
c1cc(cc(c1)OCCC(=O)N1Cc2cc(ccc2CC1)OCC)C(=O)N                     ZINC81727296
c1cc(cc(c1)NCC(=O)Nc1cccc(c1)NC(=O)C)C(=O)NC(C)C                  ZINC66083849
c1cc(cc(c1)NCC(=O)Nc1cccc(c1)NC(=O)CC)C(=O)NCC                    ZINC66092750
c1cc(cc(c1)NCC(=O)Nc1cccc(c1)NC(=O)CCC)C(=O)NC                    ZINC66093502
c1cc(ccc1C(=O)N)NC(=O)[C@@H](C)N1CCN(c2ccc(cc2)O)CC1              ZINC24165195
c1ccc(c(c1)C(=O)N)NCC(=O)N1CCN(c2ccc(cc2)OC)CC1                   ZINC22356311
C(#N)c1c2c(CN(C(=O)CCc3cccc(c3)C(=O)NC)CC2)sc1N                   ZINC89735403
c1cc(cc(c1)NC(=O)N1CCN(C(=O)c2cccnc2)CC1)C[NH+](C)C               ZINC79672074
c1cc(cc(c1)CNC1=CC=CC(=[NH+]1)CN1CCN(C(=O)C)CC1)C(=O)N            ZINC89808916
C(#N)CSc1cccc(c1)C(=O)NCc1ccc(cc1)C[NH+](CC)CC                    ZINC79528560
c1cc(c(cc1CO)NCC(=O)Nc1ccc(cc1)S(=O)(=O)C)Cl                      ZINC72086195
c1cc(ccc1CNC(=O)Cc1c(c2c(cc(cc2O)O)oc1=O)C)OC                     ZINC08490563
c1cc(c(cc1C(=O)NC)NC(=O)c1cc2cc(ccc2s1)[N+](=O)[O-])C             ZINC24922354
c1cc(ccc1c1ccc(C(=O)Nc2nc(cs2)CC(=O)N)o1)C(=O)C                   ZINC14249253
c1cc(cc(c1)NC(=O)CNc1ccc(cc1)C(=O)OCCC)NC(=O)C                    ZINC66211111
c1cc(cc(c1)NC(=O)CNc1ccc(cc1)C(=O)OC)NC(=O)CCC                    ZINC66213472
c1cc(ccc1C(=O)C)N1CCC(CC1)OC(=O)c1cc(cn1C)C(=O)N                  ZINC88810331
c1cc(cc2c1cc(cn2)CN1CCN(c2nc(cs2)C(=O)N)CC1)O                     ZINC65373328
c1ccc(cc1)[C@@H](CO)NC(=O)Nc1ccc(cc1)CCN1CCOCC1                   ZINC79595004
C(#N)c1ccc(c(c1)Cl)OCC(=O)Nc1cccc(c1)C(=O)NC1CC1                  ZINC11157952
c1cc(cc2c1nc(NC(=O)COc1ccc(cc1)[N+](=O)[O-])o2)NC(=O)C            ZINC06304988
c1cc(ccc1CCNC(=O)[C@@H]1CCCN(c2ccc(cn2)[N+](=O)[O-])C1)O          ZINC20648841
c1cc(cc(c1C)NC(=O)CCCNc1ccc(cc1)[N+](=O)[O-])NC(=O)C              ZINC58146545
c1cc(ccc1C1=CCN(C(=O)NCc2ccc(c(c2)F)O)CC1)OCC                     ZINC92283633
C(#N)CCCOc1cccc(c1)CN1CCOC[C@@H]1C[C@@H](c1ccco1)O                ZINC92040238
c1ccc(c(c1)CN(C(=O)Nc1ccc(cc1)OCC1CCOCC1)C)O                      ZINC77529272
c1cc(ccc1C(=O)NC(C)(C)C)NC(=O)C[NH2+]Cc1ccc(cc1)OC                ZINC66092551
c1cc(ccc1CCC(=O)N1CCC[C@@H](c2nnc3C[NH2+]CCn23)C1)OC              ZINC19711026
C(#N)c1ccc(cc1)SCC(=O)Nc1cnn(c1)CC[NH+]1CCCCC1                    ZINC93083787
c1cc(ccc1c1ccc(CNc2ccc(c(c2)C(=O)[O-])Cl)o1)[C@@H](C)O            ZINC20879123
c1cc(ccc1c1ccc(/C=N/c2ccc(cc2)S(=O)(=O)N)o1)[N+](=O)[O-]          ZINC28467682
c1cc(ccc1C(=O)N)n1c(nnn1)SCC(=O)c1ccc(c(c1)O)O                    ZINC02413037
c1cc(ccc1/C=C/C(=O)Nc1ccc2c(c1)[nH]c(=O)[nH]2)[N-]S(=O)(=O)C      ZINC12605641
c1cc(ccc1C1CCN(C(=O)Nc2cc(ccc2F)NC(=O)C)CC1)O                     ZINC44076353
c1ccc2c(c1)c(c[nH]2)CCC(=O)N1CCN(C(=O)NCCC(=O)[O-])CC1            ZINC13692209
c1cc(cc(c1)CC[NH2+][C@H](C)CC(=O)Nc1ccc(cc1)[N+](=O)[O-])C(=O)N   ZINC89545432
c1cc(cc(c1)OCC(=O)N1CCC(c2ccnn2CCO)CC1)C(=O)C                      ZINC89543594
c1cnc(cc1OC1CCN(C(=O)Cc2c(C)nn(c2C)C)CC1)C(=O)N                    ZINC89360386
c1cc(ccc1CCC(=O)N1CCN(CC1)Cc1nc(nc(n1)N)N)OC                       ZINC58178478

c1cc(ccc1C[C@@H](C(=O)N1CC[C@H](CC1)Oc1ccc(cc1)OC)[NH3+])O          ZINC72454682
c1c(cc(c(c1C)O)C)C[N@H+]1CC[C@H](c2nc([C@H]3CCC(=O)N3)on2)CC1       ZINC12337306
c1cc(ccc1NC(=O)N1CCN(C2=CC(=[NH+]C(=N2)NCC)C)CC1)OC                 ZINC64800336
c1cc(cc(c1)NC(=O)N1CC[NH+](CC1)C[C@@H]1CCOC1)c1nc(C)[nH]n1          ZINC78549938
c1cc(cc(c1/C=N/NC(=O)CCC(=O)Nc1ccc(cc1)[N+](=O)[O-])O)O             ZINC06221693
c1ccc2c(c1)c(c[nH]2)/C=N/N=C/1\NC(=O)[C@@H](CC(=O)NCC(=O)[O-])S1    ZINC02668749
c1cc(cc(c1)O)C(=O)NN1C(=O)/C(=C/c2ccc(cc2)O)/SC1=S                  ZINC01017748
c1cc(cc(c1)OC)N1CC[C@@H](C1)CNC(=O)NCc1ccc(C(=O)N)o1                ZINC83208578
c1cc(cc(c1)OC)N1CC[C@H](C1)CNC(=O)NCc1ccc(C(=O)N)o1                 ZINC83208583
c1cc(cc(c1)OCCC(=O)N1CCN(CC1)Cc1cc(C)no1)C(=O)N                     ZINC81585396
c1cc(ccc1C(=O)NCCC)NC(=O)CCCc1ccc(c(c1)F)OC                         ZINC84530457
c1cc(cc(c1)NC(=S)NC(=O)/C=C/c1ccc(c(c1)OC)OC)CO                     ZINC12500659
c1cc(ccc1C[C@@H]1C(=O)NC(=O)S1)OCCc1ccc(cn1)[C@H](C)O               ZINC06713959
c1nc2c(c(n1)NCC[C@@H]1CN(c3cc(=O)n(C)nc3)CCO1)CC[NH2+]C2            ZINC67842668
c1cc(ccc1[C@H]1C[C@H](C)[N@H+](C1)CCC(=O)Nc1cc(ccc1F)N)OC           ZINC83201923
c1cc(cnc1)[C@@H](C)N1CC[N@H+](CC1)CCC(=O)Nc1cc(ccc1F)N              ZINC83174232
c1cc([C@@H](CNC(=O)c2ccc(cc2)CSc2ncn[nH]2)[NH+](C)C)oc1             ZINC49943981
c1cc(cc2c1cc[nH]2)C(=O)N1C[C@H]([C@H](C1)CO)C[N@@H+]1CC[C@H]
(CC1)CO                                                             ZINC91645738
c1cc(cc(c1)N1C(=O)c2ccc(cc2C1=O)Oc1ccc(cc1)N)C(=O)[O-]              ZINC01435573
c1cc(cc(c1)[N+](=O)[O-])/C=C/C(=O)Nc1nc(cs1)C[NH+]1CCCCC1           ZINC69533969
c1cc(ccc1C(=O)N)C[N@@H+]1CC[C@H](C(=O)N2CC[C@H](C(=O)N)CC2)CC1      ZINC77667760
c1cc(cc(c1)OC)NC(=O)N1CCC(CC1)Cn1cc(C(C)(C)[NH3+])nn1               ZINC23379660
c1cc(cc2c1ccn2CC[NH+](C)C)NC(=O)CCSc1nc(C)n[nH]1                    ZINC73880213
c1cc(cc(c1)O)N1C(=O)c2ccc(cc2C1=O)Oc1ccc(cc1)C(=O)[O-]              ZINC59505661
c1cc(cc2c1OCO2)OCc1nc(co1)C(=O)NCc1csc(n1)N                         ZINC67489669
c1cc(cc(c1)O)c1ncc(cn1)NC(=O)c1cccc(c1)N1C(=O)CCC1                  ZINC57883042
C(#N)COc1cccc(c1)NC(=O)NCCc1ccc(cc1)S(=O)(=O)N                      ZINC48514422
c1cc(cc2c1cc[nH]2)NC(=O)C[C@H](C(=O)[O-])C[NH+]1CCN(CC1)CCO         ZINC72406508
c1cc(ccc1c1cc(ccn1)[C@H]1CCN(C1)Cc1ccc(c(c1)C)O)CO                  ZINC65499153
c1cc(ccc1c1cc(ccn1)[C@@H]1CCN(C1)Cc1ccc(c(c1)C)O)CO                 ZINC65499156
c1cc(ccc1CC[C@H]1CCCC[N@@H+]1Cc1ccc(cc1)S(=O)(=O)C)O                ZINC72135543
c1cc(ccc1CC[C@@H]1CCCC[N@H+]1Cc1ccc(cc1)S(=O)(=O)C)O                ZINC72135544
c1cc(c(cc1CCC(=O)NNC(=O)Nc1ccc(c(c1)OC)OC)O)O                       ZINC01117472
C(#N)c1ccc(nc1)O[C@@H]1CC[C@@H](CC1)NC(=O)c1c2cc(ccc2[nH]n1)C       ZINC92035606
c1ccc2c(c1)c(c[nH]2)CCC(=O)N1CCN(c2ccc(cc2)C(=O)C)CC1               ZINC06976068
C(#N)c1ccc(cc1)/C=C/CNc1cccc(c1)C[N@@H+]1CC[C@H](C(=O)N)CC1         ZINC89785458
c1cc(cc(c1)NC(C)C)CNC(=O)N1CCC(CC1)OC1CCOCC1                        ZINC88615216
c1cc(cc(c1)NC(C)C)CNC(=O)N[C@@H]1CC[N@@H+](CC1)C[C@@H]1CCOC1        ZINC88576020
c1cc(ccc1c1nc(Cc2coc(c3ccc(cc3)OC)n2)no1)C(=O)N                     ZINC78773944
c1cc(cc(c1NC(=O)N1CCN(C(=O)c2c(non2)N)CC1)OC)OC                     ZINC33014555
c1cc2c(cc1NC(=O)NC(=O)CSc1nc(cc(n1)N)N)OCCO2                        ZINC03510247
c1cc2c(cc[nH]2)c(c1)NC(=O)CCc1c(c2ccc(cc2oc1=O)OC)C                 ZINC58175605
c1cc(c(cc1[C@H](C)Nc1c2c(ncn1)[nH]cn2)OC)OCc1ccncc1                 ZINC52433545
c1cc(ccc1C(=O)CCC(=O)Nc1ccc(cc1)S(=O)(=O)N)OCC                      ZINC07060070
c1cc(cc2c1[C@H]1CC[C@@]3(/C(=N/N=C/c4cnn(c4)C)/CC[C@H]3[C@H]1CC2)C)OZINC06525863
c1cc(c(cc1c1nc(c2cn(cn2)Cc2ccc(cc2)N)on1)OC)OC                      ZINC21729855
c1cc2c(cc1[N+](=O)[O-])nc(NC(=O)CSc1nc(cc(n1)N)N)s2                 ZINC59941832
c1cc(cc(c1N1C[C@H](C)O[C@H](C1)C)F)NC(=O)Nc1cnn(c1)CCO              ZINC58184705
c1cc(c(c(c1)O)C)C(=O)N1CCO[C@H](c2ccc3cc(ccc3c2)OC)C1               ZINC71777306
C(#N)COc1ccc(cc1CC=C)/C=N/NC(=O)CC[C@H](c1ccccc1)O                  ZINC83325534
c1cc(ccc1C(=O)N1CCCC[C@H]1CCc1ccc(cc1)O)n1cnnn1                     ZINC55414780
C(#N)c1ccc(cc1)CNC(=O)NCc1ccc(cc1)C[N@H+]1CCCC[C@@H]1C              ZINC48809118
C1=C([C@H]2CCCCO2)[SH+]C(=C1)C[N@@H+]1CC[C@H]
(CC1)Cn1cc(C[NH3+])nn1                                              ZINC23430873
c1ccc2c(c1)c(c[nH]2)CCC(=O)N1CCN(c2cccc(c2)[N+](=O)[O-])CC1         ZINC48306016
c1cc(cc(c1)OC)c1cc(C(=O)N2CCN(c3cccc(c3)O)CC2)[nH]n1                ZINC92002398
c1cc(ccc1Cn1cc(C(=O)Nc2ccc(cc2)OCC)nc1)NC(=O)C                      ZINC49421961
c1cc(ccc1c1ccc(c(C)n1)C(=O)N)CNC(=O)Cc1c(C)noc1C                    ZINC19700547
c1cc(cc(c1)O)/C(=N/NC(=O)[C@H]1C=C(c2ccc(cc2)OCCC)N=N1)/C           ZINC38906289
c1cc(c(cc1C(=O)N)NC(=O)N(C)[C@H](c1ccc(cc1)n1cncn1)C)C              ZINC69604825
c1cc(c(cc1C(=O)N)NC(=O)N(C)[C@@H](c1ccc(cc1)n1cncn1)C)C             ZINC58450588
c1cc(cc(c1)NC(=O)C1CCN(c2ccc(=O)n(C)n2)CC1)c1ccn[nH]1               ZINC90592558
c1ccc2c(c1)c(nc(CN1CC[NH+](CC1)CCc1ccc(cc1)OC)n2)N                  ZINC25026714
C1=C[NH+]=C(C2CCN(C(=O)CN3CC(=O)NCC3)CC2)N1CCC[NH+](C)C             ZINC95354049
c1cc(c(cc1[N+](=O)[O-])C(=O)OCC(=O)Nc1c(ccs1)C(=O)N)OC              ZINC19284790
c1ccc(c(c1)CCC(=O)N/N=C/c1ccc(c2ccc(cc2)[N+](=O)[O-])o1)O           ZINC00711502
c1ccc2c(c1)c(cc(=O)[nH]2)C(=O)OCC(=O)Nc1ccc(cc1)NC(=O)C          ZINC15481635
c1cc(ccc1C(=O)Nc1ccc(c(c1)NC(=O)C)F)OCc1ccncc1                   ZINC24459453
c1cc(ccc1CCNC(=O)COC(=O)c1cc[n+](cc1)[O-])S(=O)(=O)N             ZINC05961572
c1cc(ccc1CNC(=O)[C@H](C)Oc1ccc(cc1)[N+](=O)[O-])S(=O)(=O)N       ZINC66200915
c1cc(cc(c1)NC(=O)[C@H]1CC(=O)N(c2cccc(c2)NC(=O)C)C1)C(=O)C       ZINC21657373
C(#N)c1ccc(c(c1)OCC)OCC(=O)Nc1cccc(c1)C(=O)NC1CC1                ZINC10637656
c1cc(c(cc1[C@@H](C)NC(=O)c1c(nccn1)N)OC)OCc1ccncc1               ZINC47673711
c1cc(ccc1C(=O)NCC)CNC(=O)Nc1ccc(c(c1)C)n1cnnn1                   ZINC58546522
c1cc(cc(c1)O)/C=C\1/C(=O)N(C(=S)S1)CCC(=O)NCCC(=O)[O-]           ZINC15038409
c1cc(ccc1C1=CCN(C(=O)Nc2ccc(c(c2)C(=O)N)C)CC1)OCC                ZINC92033230
c1cc(ccc1/C=N/NC(=O)CCCSc1nnc(N)s1)C(=O)OC                       ZINC20805906
C1=C(N=C([NH+]=C1C)N)N1CCN(CC1)C[C@@]1(C(=O)N(CCC1)CCOC)O        ZINC67514114
c1cc(ccc1C(=O)N)NC(=O)C[N@H+]1C[C@@H](c2nc(c3cnccn3)no2)C1       ZINC49485806
c1cc(cc(c1)NC(=O)CCc1c(c2ccc(cc2oc1=O)O)C)NC(=O)C                ZINC12893757
c1cc(ccc1c1nc(co1)COC(=O)c1ccc(cc1)CNC(=O)C)OC                   ZINC32906961
c1ccc2c(c1)c(c(C(=O)N)o2)NC(=O)COc1ccc(cc1)CCC(=O)C              ZINC62866005
c1cc(cc(c1)NC(=O)COc1ccc2c(c1)oc(=O)cc2C)C(=O)NCC                ZINC14223581
c1cc(ccc1C(=O)NCC(=O)Nc1ccc(cc1)C(=O)N)N1C(=O)CCC1               ZINC22688958
c1cc(cc(c1)OCc1nnnn1CC)C(=O)Nc1ccc(cc1)C(=O)NC                   ZINC40771458
c1cc(ccc1C1=CCN(C(=O)COc2ccc(cc2)C(=O)N)CC1)OCC                  ZINC91925946
c1ccc2c(c1)c(nc(CN1CCN(C(=O)CCCn3ccnn3)CC1)n2)N                  ZINC93918018
c1cc(cc(c1)O)C(=O)N1CCN(CC1)Cc1cnc(c2cccnc2)s1                   ZINC92937621
c1cc(cc(c1)CO)C[C@H]1CC[N@H+](C1)C1CCN(C(=O)c2ccncc2)CC1         ZINC91643962
c1cc(c(cc1CN[C@@H]1CC[N@@H+](CC1)CCN1CCOCC1)F)C[NH+](C)C         ZINC90919868
c1cc(cc(c1n1cncn1)C(F)(F)F)NC(=O)Nc1cnn(c1)CCO                   ZINC69301166
c1cc(cc(c1c1ccc(CO)o1)OC)NC(=O)c1ccc2c(c1)OCCO2                  ZINC20140782
c1cc(ccc1/C=C\1/C(=O)N(C(=O)N1)CC(=O)Nc1ccc(cc1)OCC)O            ZINC15051927
C(#CCOc1cccc(c1)NC(=O)C)CNC(=O)c1cccc(c1C)[N+](=O)[O-]           ZINC90732024
c1cc2cnccc2c(c1)OCc1nc(co1)C(=O)NCc1csc(n1)N                     ZINC67966851
c1cc(cc(c1c1ccc(CO)o1)OC)NC(=O)c1ccc(cc1)OC(C)C                  ZINC20141872
c1cc(cc(c1)O)C(=O)N1CC[NH+](CC1)[C@@H]1CC[C@H](c2ccc(cc2)O)CC1   ZINC92937641
c1cc(cc(c1)NC(=O)c1ccncc1)CNc1c(cc(cn1)C(=O)N)Cl                 ZINC54836958
c1cc(cc(c1)C[S@](=O)CC(=O)Nc1ccc(cc1)OC(F)F)C(=O)N               ZINC64827505
c1cc(cc(c1)O)[N-]C1=NC(=O)/C(=C/c2ccc(cc2)OCCC(=O)[O-])/S1       ZINC16908041
c1cc(ccc1C(=O)NCC)NC(=O)CCC(=O)c1ccc(cc1)OCCC                    ZINC47276154
c1cc(cc(c1)NC(=O)CCC(=O)c1ccc(cc1)OCCC)C(=O)NCC                  ZINC15023354
c1cc(ccc1C(=O)NC)CNC(=O)Nc1ccc(cc1C)N1CCOCC1                     ZINC44358128
c1cc(cc(c1)NC(=O)N1CCN(c2ccc(cc2)O)CC1)NC(=O)C(C)C               ZINC44084628
c1cc(ccc1C(=O)N)NC(=O)C[N@@H+]1CC=C(c2cnn(c2)C(C)(C)C)CC1        ZINC65434167
c1cc(ccc1C(=O)NC)CNC1=CC(=[NH+]C=C1)CN1CCN(C(=O)C)CC1            ZINC92828265
c1cc(c(cc1NC(=O)COc1ccc(cc1)OC)c1ccc(CO)o1)OC                    ZINC20144653
C(#N)c1ccc(nc1)N1CCC(CC1)NC(=O)NC[C@@H](c1ccco1)[NH+](C)C        ZINC67381695
c1cc(cc(c1)NC(=O)c1ccc(cc1)OCCCOC)CC[NH+]1CCCC1                  ZINC94122660
c1cc(ccc1c1ccc(/C=N/Nc2ccc(cc2)C(=O)[O-])o1)S(=O)(=O)N           ZINC05531100
c1cc(ccc1[N-]C1=NC(=O)[C@H](CC(=O)NCC(=O)[O-])S1)S(=O)(=O)N      ZINC24115836
c1cc(cc(c1)[N+](=O)[O-])C(=O)Nc1ccc(cc1)OC[C@@H](c1cccs1)O       ZINC27214400
c1cc(ccc1c1nnco1)OCC(=O)Nc1c(c2c(CCC2)s1)C(=O)N                  ZINC07989813
c1cc(ncc1N1CC[NH+](CC1)CCCn1cnc2c1ncnc2N)[N+](=O)[O-]            ZINC58003659
c1cc(cc(c1)O)C(=O)NN1C(=O)/C(=C/c2ccc(cc2)C=O)/SC1=S             ZINC05552978
c1cc(cc(c1)NC(=O)CNc1cc(ccc1OC)NC(=O)C)C(=O)NCC                  ZINC10186083
c1cc(cc(c1C)NC(=O)CCCNc1ccc(cc1)[N+](=O)[O-])NC(=O)CC            ZINC58290142
c1cc(cc(c1)NC(=O)CCc1ccc(cc1)S(=O)(=O)NC)c1ccn[nH]1              ZINC24885892
c1cc(ccc1CC[C@@H](C)NC(=O)N1Cc2cc(c(cc2CC1)OC)OC)O               ZINC45606956
C(#N)c1ccc(c(c1)F)N1CC[NH+](CC1)Cc1ccc(cc1)OCC[NH+](C)C          ZINC92596786
c1cc(cc(c1)NC(=O)c1ccc(nc1)OCCCOC)CC[NH+]1CCCC1                  ZINC94122811
c1cc(ccc1C[C@H](C)[N@H+]1CC[C@@H](CC1)n1cc(C(=O)NC2CC2)nn1)OC    ZINC14986528
c1cc(c(cc1C(=O)NCc1ccnc(c1)Oc1ccc(cc1)OC)Cl)O                    ZINC54030840
C(#N)c1ccc(cc1Cl)NC(=O)CNc1cccc(c1C)NC(=O)CCC                    ZINC63479845
c1cc(c(cc1CC(=O)OCC(=O)Nc1ccc2c(c1)[nH]c(=O)[nH]2)OC)OC          ZINC32838877
c1ccc2c(c1)/C(=C\c1ccc(cc1)OCc1ccc(cc1)C(=O)OC)/C(=O)N2          ZINC03309852
c1ccc(c(c1)c1nnc(n1N)SCCC(=O)Nc1cccc(c1)OC)O                     ZINC59264028
c1cc(c(cc1C(=O)N)NC(=O)c1ccn(c2ccc(cc2)[N+](=O)[O-])n1)Cl        ZINC78782371
c1cc(ccc1/C=N/NC(=O)[C@H]([C@@H](C(=O)N/N=C/c1ccc(cc1)O)O)O)O    ZINC02896207
c1cc(cc(c1)OC)N1CCN(C(=O)Nc2ccc(c(c2)C(=O)NC)F)CC1               ZINC50086295
c1cc(cc(c1)NC(=O)N)C(=O)N1CCN(CC1)Cc1ccc(c(c1)F)OC               ZINC24332098
c1cc(cc(c1)O)NC(=O)C[C@H]1C(=O)N(c2ccc(cc2)OCC)C(=O)S1           ZINC16924260
